offset,original_text,spanish_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x00800856,"<0x03><0x02><0x90><0x32>  a<0x71><0x13><0x08>u<0xFB><0x03><0x08><0xB5><0x2E><0x04><0x08><0x5D><0x03><0x80><0x08>    <0x63><0x03><0x80><0x08>    í<0x03><0x80><0x08>    It had no effect on
<0xFD><0x10>""","<0x03><0x02><0x90><0x32>  a<0x71><0x13><0x08>u<0xFB><0x03><0x08><0xB5><0x2E><0x04><0x08><0x5D><0x03><0x80><0x08>    <0x63><0x03><0x80><0x08>    í<0x03><0x80><0x08>    No tiene efecto en
<0xFD><0x10>""",65,9,74,pokemon,description,,
0x00800874,"    í<0x03><0x80><0x08>    It had no effect on
<0xFD><0x10>""","    í<0x03><0x80><0x08>    No tiene efecto en
<0xFD><0x10>""",35,9,44,pokemon,description,,
0x00800880,"It had no effect on
<0xFD><0x10>""","No tiene efecto en
<0xFD><0x10>""",23,9,32,pokemon,description,,
0x00800888,"o effect on
<0xFD><0x10>"""," efecto en
<0xFD><0x10>""",15,9,24,pokemon,other,,
0x0080088B,"ffect on
<0xFD><0x10>""","ecto en
<0xFD><0x10>""",12,9,21,pokemon,other,,
0x0080DC10,"<0xFD><0x0F> lost some
of its HP!","<0x52><0xFD><0x0F> pierde parte
de PS!",23,9,32,pokemon,dialogue,<0xFD><0x0F> perd des PV !,
0x0082FFDC,"<0x8C> È<0x08>    <0x68> È<0x08><0x3C> È<0x08><0xFD>  regained its
true power through Ultra Burst!","<0x8C> È<0x08>    <0x68> È<0x08><0x3C> È<0x08><0x52><0xFD>  recuperó su poder
por Ultraexplosión!<0xFB>",63,4,67,pokemon,dialogue,,
0x0082FFEC,"<0xFD>  regained its
true power through Ultra Burst!","<0x52><0xFD>  recuperó su poder
por Ultraexplosión!<0xFB>",47,4,51,pokemon,dialogue,,
0x0083003C,"Bright light is about to burst out of
<0xFD> !","<0x52>Una luz brillante pronto saldrá de
<0xFD> !",41,3,44,pokemon,dialogue,,
0x0083003D,"right light is about to burst out of
<0xFD> !","Una luz brillante pronto saldrá de
<0xFD> !",40,3,43,pokemon,dialogue,,
0x0083008C,"<0xFD> 's <0xFD><0x01> is reacting
to <0xFD><0x02>'s <0xFD><0x03>!","<0xFD> 's <0xFD><0x01> is ssacting
to <0xFD><0x02>'s <0xFD><0x03>!",31,1,32,pokemon,dialogue,,
0x008854B0,"You are challenged by
<0xFD><0x1C> <0xFD><0x1D>!<0xFB>","<0x52><0xFD><0x1C> y <0xFD><0x1D>
te desafían!<0xFB>",29,3,32,pokemon,dialogue,"Vous êtes mis au défi par <0xFD><0x1C>
<0xFD><0x1D>!<0xFB>",
0x008A0E50,"<0xFD><0x0F> was burned
by the Flame Orb!","<0x52><0xFD><0x0F> se ha quemado por
Llae Orb!",31,1,32,pokemon,dialogue,,
0x008A3D40,"<0xFD><0x10>'s <0xFD><0x16>
hurt <0xFD><0x0F>!","<0xFD><0x10>'s <0xFD><0x16>
ssrt <0xFD><0x0F>!",16,16,32,pokemon,dialogue,,
0x008AC410,"<0xFD><0x10>'s <0xFD><0x16>
reduced <0xFD><0x14>'s power!","<0xFD><0x10>'s <0xFD><0x16>
resssed <0xFD><0x14>'s power!",27,437,464,pokemon,dialogue,"Le <0xFD><0x10> de <0xFD><0x16> a réduit la
puissance de <0xFD><0x14> !",
0x008B7270,"The bursting flame hit
<0xFD><0x10>!","La llama explosiva golpeó
a <0xFD><0x10>.",26,7,33,pokemon,dialogue,"La gerbe de flammes touche
<0xFD><0x10> !",
0x008B7F26,<<0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFD><0x10><0xB4><0xE7>,<<0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF><0xFF>R<0xFD><0x10>,14,1,15,ascii,description,,
0x008B7F30,"<0xFD><0x10>'s disguise
served as its decoy!","<0x52><0xFD><0x10> tiene un
disfraz como señuelo!",34,14,48,pokemon,dialogue,"Le Déguisement de
<0xFD><0x10> servait de leurre !",
0x008B8630,"<0xFD><0x10> took over 
<0xFD><0x19>!","<0xFD><0x10> toss over 
<0xFD><0x19>!",17,15,32,pokemon,dialogue,"<0xFD><0x10> s'approprie
<0xFD><0x19> !",
0x008BB200,"<0xFD><0x0F> floats in
the air with its Air Balloon!","<0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!",42,6,48,pokemon,dialogue,"<0xFD><0x0F> flotte dans l'air
grâce à son Ballon !",
0x008BBEA0,"<0xFD><0x0F>'s
Heal Block wore off!","<0x52>Anticura de <0xFD><0x0F>
ha desaparecido",25,7,32,pokemon,dialogue,"Anti-Soin de
<0xFD><0x0F> s'estompe !",
0x008BC990,"<0xFD><0x10> was
prevented from healing!",<0x52><0xFD><0x10> no puede curarse!,30,3,33,pokemon,dialogue,"<0xFD><0x10> ne peut plus se
soigner !",
0x008BC9B0,"<0xFD><0x10> can't use
items anymore!","<0x52><0xFD><0x10> ya no puede usar
objetos!",27,5,32,pokemon,dialogue,"<0xFD><0x10> ne peut plus
utiliser d'objets !",
0x008BC9D0,"<0xFD><0x10> is covered
in powder!","<0x52><0xFD><0x10> es cubierto
de polvo!",24,8,32,pokemon,dialogue,"<0xFD><0x10> est couvert de
poudre !",
0x008BF9F0,"<0xFD><0x10>'s illusion
wore off!","<0x52>Ilusión de <0xFD><0x13>
terminó!",23,9,32,pokemon,dialogue,"L'illusion de
<0xFD><0x10> se dissipe !",
0x008C577C,<0x9C><0x28> ú<0x30><0x2F><0x7E> 3  4<0x0F> <0x9E><0x57><0x8C><0x08><0x09><0x04><0x68><0x6C><0x02><0x0F> n<0x6A><0x41><0x08><0x09><0x04><0x68><0x6C><0x02><0xFD><0x02> blew away the fog!,<0x9C><0x28> ú<0x30><0x2F><0x7E> 3  4<0x0F> <0x9E><0x57><0x8C><0x08><0x09><0x04><0x68><0x6C><0x02><0x0F> n<0x6A><0x41><0x08><0x09><0x04><0x68><0x6C><0x02><0x52><0xFD><0x02> disipó la niebla!,55,3,58,pokemon,dialogue,,
0x008C5793,<0x0F> n<0x6A><0x41><0x08><0x09><0x04><0x68><0x6C><0x02><0xFD><0x02> blew away the fog!,<0x0F> n<0x6A><0x41><0x08><0x09><0x04><0x68><0x6C><0x02><0x52><0xFD><0x02> disipó la niebla!,32,3,35,pokemon,dialogue,,
0x008C579E,<0xFD><0x02> blew away the fog!,<0x52><0xFD><0x02> disipó la niebla!,21,3,24,pokemon,dialogue,,
0x008CAF31,"You should visit your <0xFC><0x01><0x06>mother<0xFC><0x01><0x08> before
getting my package, <0xFD><0x01>.<0xFB>She is likely very worried
about you.","Yousshould visit your <0xFC><0x01><0x06>mother<0xFC><0x01><0x08> before
getting my package, <0xFD><0x01>.<0xFB>She is likely very worried
about you.",103,2,105,pokemon,dialogue,,
0x008CD5E2,"<0x0F> <0x41>m<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08><0x0F> km<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08>Hello there, young <0xFD><0x02>!
What can I do for you?<0xFB>""<0xFB>""<0xFB>Ah, so Log sent you.<0xFB>I hope I can shed a little light on
what is bothering him.<0xFB>Are you well versed in Borrian
history?","<0x0F> <0x41>m<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08><0x0F> km<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08><0x52>Hola! <0x51>Qué puedo hacer por ti?<0xFB>""<0xFB>""<0xFB>Ah, entonces Long te envió.<0xFB>Espero poder arrojar un poco de luz
sobre lo que le molesta.<0xFB><0x51>Conoces bien la historia de
Borrian?",195,2,197,pokemon,dialogue,,
0x008CD5EF,"<0x0F> km<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08>Hello there, young <0xFD><0x02>!
What can I do for you?<0xFB>""<0xFB>""<0xFB>Ah, so Log sent you.<0xFB>I hope I can shed a little light on
what is bothering him.<0xFB>Are you well versed in Borrian
history?","<0x0F> km<0x8C><0x08><0x09><0x02><0x05>I<0x05><0x74><0x08><0x52>Hola! <0x51>Qué puedo hacer por ti?<0xFB>""<0xFB>""<0xFB>Ah, entonces Long te envió.<0xFB>Espero poder arrojar un poco de luz
sobre lo que le molesta.<0xFB><0x51>Conoces bien la historia de
Borrian?",182,2,184,pokemon,dialogue,,
0x008CD5FC,"Hello there, young <0xFD><0x02>!
What can I do for you?<0xFB>""<0xFB>""<0xFB>Ah, so Log sent you.<0xFB>I hope I can shed a little light on
what is bothering him.<0xFB>Are you well versed in Borrian
history?","<0x52>Hola! <0x51>Qué puedo hacer por ti?<0xFB>""<0xFB>""<0xFB>Ah, entonces Long te envió.<0xFB>Espero poder arrojar un poco de luz
sobre lo que le molesta.<0xFB><0x51>Conoces bien la historia de
Borrian?",169,2,171,pokemon,dialogue,,
0x00906619,"The <0xFD><0x14> shielded the
opposing team from critical hits!","<0x52>Conjuro protege al equipo opuesto
de golpes críticos!",53,3,56,pokemon,dialogue,"<0xFD><0x14> protège
l'équipe adverse des critiques !",
0x00907C40,<0xFD><0x0F> is drowsing!,<0xFD><0x0F> is ssowsing!,15,1,16,pokemon,dialogue,<0xFD><0x0F> s'assoupit !,
0x009085A0,"<0xFD><0x10>'s stat changes
were removed!","<0xFD><0x10> s stat changes
werexremoved!",31,17,48,pokemon,dialogue,"Les changements de stats de
<0xFD><0x10> sont annulés !",
0x0090D3F0,"You sense the presence of many.<0xFA><0xFD><0x0F>'s <0xFD><0x18>
activated!","You sense the presence of many.<0xFA><0xFD><0x0F>'s <0xFD><0x18>
acwivated!",50,14,64,pokemon,dialogue,"Vous sentez des présences.<0xFA><0xFD><0x0F>
<0xFD><0x18> s'active !",
0x0090D9B0,<0xFD><0x0F> became nimble!,<0x52><0xFD><0x0F> es más ágil!,17,16,33,pokemon,dialogue,<0xFD><0x0F> devient agile !,
0x0090F580,"<0xFD><0x0F> twisted
the dimensions!","<0x52><0xFD><0x0F> torció las
dimensiones!",26,6,32,pokemon,dialogue,<0xFD><0x0F> tord l'espace-temps !,
0x0090F8F0,"<0xFD><0x0F> switched
its Attack and Defense!","<0x52><0xFD><0x0F> cambió su Ataque
y Defensa!",35,13,48,pokemon,dialogue,"<0xFD><0x0F> inverse son Attaque
et sa Défense !",
0x00964A54,HP  <0xFD><0x02>,PS  <0xFD><0x02>,6,3,9,pokemon,location,,
0x00964A5B,Atk <0xFD><0x02>,Atq <0xFD><0x02>,6,3,9,pokemon,location,,
0x00964A69,Spe <0xFD><0x02>,Vel <0xFD><0x02>,6,3,9,pokemon,location,,
0x00964A70,SpA <0xFD><0x02>,AEp <0xFD><0x02>,6,3,9,pokemon,location,,
0x00964A77,SpD <0xFD><0x02>,DEp <0xFD><0x02>,6,2,8,pokemon,location,,
0x00965C16,"<0xFD><0x13>'s illusion
wore off!","<0x52>Ilusión de <0xFD><0x13>
terminó!",23,3,26,pokemon,dialogue,"L'illusion de <0xFD><0x13>
se dissipe !",
0x00965C2E,"It had no effect on
<0xFD><0x10>""","No tiene efecto en
<0xFD><0x10>""",23,2,25,pokemon,description,"Aucun effet sur
<0xFD><0x10>...",
0x00965C46,"<0xFD><0x10>'s disguise
served as its decoy!","<0x52><0xFD><0x10> tiene un
disfraz como señuelo!",34,2,36,pokemon,dialogue,"Le déguisement de
<0xFD><0x10> a servi d'appât !",
0x00965C83,"<0xFD><0x13> took over 
<0xFD><0x11>'s <0xFD>é!","<0x52><0xFD><0x13> tomó <0xFD>é
de <0xFD><0x11>!",22,2,24,pokemon,dialogue,"{B_SCR_ACTIVE_NAME_WITH_PREFIX} s'empare de
{B_EFF_ABILITY} de {B_EFF_NAME_WITH_PREFIX} !",
0x0096605A,"<0x41>7<0x96><0x1D><0x08><0x45><0x0A><0x48>    <0xFA><0x20>l<0x03><0x02><0x0B>H3<0x08><0x10>É<0x01><0x12><0x40> <0x98><0x0A><0x3C><0xFD><0x13>'s <0xFD> 
<0xFD><0x01>","<0x41>7<0x96><0x1D><0x08><0x45><0x0A><0x48>    <0xFA><0x20>l<0x03><0x02>GL<0x5F><0x09><0x10>É<0x01><0x12><0x40> <0x98><0x0A><0x3C><0xFD><0x13>'s <0xFD> 
<0xFD><0x01>",40,3,43,pokemon,description,,
0x00966169,"<0xFD><0x10> surrounds itself
with psychic terrain!","<0x52><0xFD><0x10> se ha rodeado
de un campo psíquico!",41,3,44,pokemon,dialogue,"<0xFD><0x10> crée un
Champ Psychique !",
0x009661C9,"<0xFD><0x0F> transformed
into its blade form!","<0x52><0xFD><0x0F> se transformó
en forma Espada!",35,2,37,pokemon,dialogue,"<0xFD><0x0F> prend sa
forme Lame !",
0x009661ED,"<0xFD><0x0F> transformed
into its shield form!","<0x52><0xFD><0x0F> se transformó
en forma Escudo!",36,2,38,pokemon,dialogue,"<0xFD><0x0F> prend sa
forme Bouclier !",
0x00966212,"<0xFD><0x0F> surrounded
itself with its Z-Power!","<0x52><0xFD><0x0F> se ha rodeado
de Poder Z!",38,2,40,pokemon,dialogue,"<0xFD><0x0F> canalise
sa Force Z !",
0x0096625D,"<0xFD><0x13>'s illusion
wore off!","<0x52>Ilusión de <0xFD><0x13>
terminó!",23,3,26,pokemon,dialogue,"L'illusion de <0xFD><0x13>
se dissipe !",
0x00966502,"<0x10><0x30><0x01><0x12><0x0A> <0x45><0x0A><0x34>    <0xFA><0x20>l<0x03><0x02>-<0x66><0x96><0x08><0x10>É<0x01><0x12><0x40> <0x3F> <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!","<0x10><0x30><0x01><0x12><0x0A> <0x45><0x0A><0x34>    <0xFA><0x20>l<0x03><0x02>-<0x66><0x96><0x08><0x10>É<0x01><0x12><0x40> <0x3F> <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",173,2,175,pokemon,dialogue,,
0x0096651A,"<0x01><0x12><0x40> <0x3F> <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!","<0x01><0x12><0x40> <0x3F> <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",149,2,151,pokemon,dialogue,,
0x0096651F," <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!"," <0x28><0xB9>a<0x96><0x08><0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",144,2,146,pokemon,dialogue,,
0x00966525,"<0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!","<0x41><0x2B><0x65><0x96><0x08><0x3F><0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",138,2,140,pokemon,dialogue,,
0x0096652B,"<0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!","<0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x45>    <0x10>É<0x01><0x12><0x40> <0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",132,2,134,pokemon,dialogue,,
0x0096653F,"<0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0xFD><0x0F> floats in
the air with its Air Balloon!","<0xFA><0x20>l<0x03><0x02><0xB1>F3<0x08><0x41><0x4E><0x65><0x96><0x08><0x3F><0x45><0x0A><0x47>    <0x10>É<0x01><0x12><0x40> <0x3C><0x45><0x0A><0x46>    <0x10>É<0x01><0x12><0x40> <0x3F><0x39><0x20> <0xF8>G<0xB9><0x9D><0x08><0x39><0x10> <0xFA><0x20>l<0x03><0x02><0x2F>G3<0x08><0x10>É<0x01><0x12><0x40> <0x3F><0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",112,2,114,pokemon,dialogue,,
0x00966585,"<0xFD><0x0F> floats in
the air with its Air Balloon!","<0x52><0xFD><0x0F> flota en el
aire con su Globo Helio!<0xFB>",42,2,44,pokemon,dialogue,,
0x00966B8C,"<0xFD><0x11> is badly
poisoned by the Toxic Spikes!","<0x52><0xFD><0x11> tendrá veneno por las
puás tóxicas!",41,3,44,pokemon,dialogue,"<0xFD><0x11> est gravement
empoisonné par Pics Toxik !",
0x00966BB6,"<0xFD><0x11> was badly
poisoned by the <0xFD><0x16>!","<0x52><0xFD><0x11> ha sido envenenado
por <0xFD><0x16>!",32,2,34,pokemon,dialogue,"<0xFD><0x11> est gravement
empoisonné par le <0xFD><0x16> !",
0x00966BD7,"<0xFD><0x11> was
poisoned by the Baneful Bunker!","<0x52><0xFD><0x11> ha sido envenenado
por Búnker!",38,3,41,pokemon,dialogue,"<0xFD><0x11> est
empoisonné par Blockhaus !",
0x00966C61,"<0xFD><0x0F> cut its own
HP to power up its attack!","<0x52><0xFD><0x0F> pierde sus PS
y potencia su ataque!",41,3,44,pokemon,dialogue,"<0xFD><0x0F> sacrifie des PV
pour booster son attaque !",
0x00966C8B,"<0xFD><0x0F> lost some
of its HP!","<0x52><0xFD><0x0F> pierde parte
de PS!",23,3,26,pokemon,dialogue,<0xFD><0x0F> perd quelques PV !,
0x00966DFB,<0xFA><0x20>l<0x03><0x02><0x6E>P3<0x08><0x10>É<0x01><0xF8><0x89><0x8A><0x9B><0x08><0xF8>m<0x8A><0x9B><0x08><0x3E><0x45><0x0A><0x47>    <0x45><0x0A><0x49>    <0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x05><0x3E><0xFA><0x20>l<0x03><0x02>QH3<0x08><0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x05><0x3E><0xFA><0x20>l<0x03><0x02>wH3<0x08><0x10>É<0x01><0x12><0x40> <0x3E><0x13><0xF2>q<0x3F><0x08><0x12><0x40> <0x31>g<0x3F><0x02><0x02><0x6C><0x3D><0x02><0x02><0x01><0xF8><0x09><0x87><0x9B><0x08><0xFA><0x20>l<0x03><0x02>wH3<0x08><0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x01><0xF6><0x10><0x30><0x01><0x41><0x4A><0x5B><0x96><0x08><0x10>k <0x12><0x40> <0x3E><0xF8><0x05><0x91><0x9C><0x08><0xFA><0x20>l<0x03><0x02>D<0xB9>3<0x08><0x10>É<0x01><0xF8><0x89><0x8A><0x9B><0x08><0xF8><0x2D><0x91><0x9C><0x08><0xF8><0x05><0x91><0x9C><0x08><0xF8><0x5D><0x97><0x9C><0x08><0x10>É<0x01><0x12><0x40> <0x3C> <0xFD><0x30>,<0xFA><0x20>l<0x03><0x02><0x6E>P3<0x08><0x10>É<0x01><0xF8><0x89><0x8A><0x9B><0x08><0xF8>m<0x8A><0x9B><0x08><0x3E><0x45><0x0A><0x47>    <0x45><0x0A><0x49>    <0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x05><0x3E><0xFA><0x20>l<0x03><0x02>QH3<0x08><0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x05><0x3E><0xFA><0x20>l<0x03><0x02><0x20>M<0x5F><0x09><0x10>É<0x01><0x12><0x40> <0x3E><0x13><0xF2>q<0x3F><0x08><0x12><0x40> <0x31>g<0x3F><0x02><0x02><0x6C><0x3D><0x02><0x02><0x01><0xF8><0x09><0x87><0x9B><0x08><0xFA><0x20>l<0x03><0x02><0x20>M<0x5F><0x09><0x10>É<0x01><0x12><0x40> <0x2E><0x8A><0x3E><0x02><0x02><0x01><0xF6><0x10><0x30><0x01><0x41><0x4A><0x5B><0x96><0x08><0x10>k <0x12><0x40> <0x3E><0xF8><0x05><0x91><0x9C><0x08><0xFA><0x20>l<0x03><0x02>D<0xB9>3<0x08><0x10>É<0x01><0xF8><0x89><0x8A><0x9B><0x08><0xF8><0x2D><0x91><0x9C><0x08><0xF8><0x05><0x91><0x9C><0x08><0xF8><0x5D><0x97><0x9C><0x08><0x10>É<0x01><0x12><0x40> <0x3C> <0xFD><0x30>,195,4,199,pokemon,description,,
